"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"18","TC0100006931.hg.1","PDPN","10630","podoplanin",-0.495740456029684,7.32972408072259,-0.55498474914492,0.586111823772354,0.813374962874839,-6.57850042873379
"19","TC0100006977.hg.1","TMEM51","55092","transmembrane protein 51",-0.414785073842942,7.85802327639929,-2.54082233790088,0.0210698349684796,0.102505328828224,-3.88682169321617
"20","TC0100006989.hg.1","DNAJC16","23341","DnaJ heat shock protein family (Hsp40) member C16",-0.815173015232719,6.84255348843158,-3.98663018213202,0.000949315626505738,0.0128573976081128,-0.908509877354025
"21","TC0100007020.hg.1","CLCNKB","1188","chloride voltage-gated channel Kb",0.146782465107713,2.78667110733585,0.64203202426822,0.529389324238514,0.777220713113406,-6.52524636191263
"22","TC0100007038.hg.1","NECAP2","55707","NECAP endocytosis associated 2",-0.112131222047038,7.94801022357994,-0.664780921522634,0.515080780791174,0.766416375401452,-6.51011146127755
"23","TC0100007188.hg.1","PLA2G5","5322","phospholipase A2 group V",0.37715000552012,5.14872840492808,1.74908834808628,0.0982502067149641,0.28748891819565,-5.27067722304039
"24","TC0100007206.hg.1","CDA","978","cytidine deaminase",0.0426070801524316,5.13223372083574,0.0749651589229161,0.941114828283118,0.982147550466144,-6.73490292525803
"25","TC0100007240.hg.1","NBPF3","84224","NBPF member 3",-0.164755734065981,4.74026851705086,-0.593613415790969,0.560562821344918,0.794287852086161,-6.55578445675121
"26","TC0100007283.hg.1","ZBTB40","9923","zinc finger and BTB domain containing 40",-0.437439398867608,7.20073981208093,-2.32096844870524,0.0329334305231692,0.140338224639668,-4.29910439536738
"27","TC0100007290.hg.1","C1QA","712","complement C1q A chain",-0.0218739017302312,10.9813231460145,-0.0666041644784204,0.947671476078444,0.983210723347232,-6.73552065002398
"28","TC0100007291.hg.1","C1QC","714","complement C1q C chain",0.0359898865905368,12.0369258779486,0.11729794620959,0.907994395521318,0.972031785451298,-6.73065652964881
"29","TC0100007292.hg.1","C1QB","713","complement C1q B chain",0.0418901784009655,11.0691501522377,0.115116164516091,0.909697671398583,0.972939864546212,-6.73092102799368
"30","TC0100007295.hg.1","EPHB2","2048","EPH receptor B2",-0.122122649291118,6.77113988908937,-0.417766657610785,0.681330684641666,0.86321765078233,-6.64719575334287
"31","TC0100007333.hg.1","PITHD1","57095","PITH domain containing 1",-0.579035229206923,8.36224505071393,-3.52621078786161,0.00258213769276937,0.0252863885685152,-1.88482220916952
"32","TC0100007365.hg.1","NIPAL3","57185","NIPA like domain containing 3",-0.327599838690356,4.55751450788765,-1.38924274614851,0.182634213875369,0.420769676224972,-5.78409167055227
"33","TC0100007370.hg.1","RCAN3","11123","RCAN family member 3",0.439337854240779,5.70871703882759,1.63436547543806,0.120506013621297,0.328190277952028,-5.44376597283327
"34","TC0100007406.hg.1","LDLRAP1","26119","low density lipoprotein receptor adaptor protein 1",-0.491723211250842,5.85868553035572,-2.86558203141618,0.0106909713424608,0.0653305794964095,-3.24937337274481
"35","TC0100007412.hg.1","MAN1C1","57134","mannosidase alpha class 1C member 1",-0.272451116928127,7.30832671155366,-0.475025105145047,0.640796061155858,0.841560401206581,-6.62082323607761
"36","TC0100007439.hg.1","PDIK1L","149420","PDLIM1 interacting kinase 1 like",-0.684164771218548,4.77452459642053,-2.6616306760362,0.0164075402939222,0.0885777699783772,-3.6532255655823
"37","TC0100007447.hg.1","CEP85","64793","centrosomal protein 85",-1.09548285680959,5.07242828427495,-3.30977528974591,0.0041277945425867,0.0345125348759234,-2.33881368973742
"38","TC0100007451.hg.1","CD52","1043","CD52 molecule",-0.00945135210300663,9.98302890305866,-0.0183789447443199,0.985549875725875,0.996122664576471,-6.7376598083324
"39","TC0100007458.hg.1","DHDDS","79947","dehydrodolichyl diphosphate synthase subunit",-0.39349527392946,8.21750526396798,-2.47767672229886,0.0239824670294726,0.112095648113539,-4.0070280676377
"40","TC0100007469.hg.1","RPS6KA1","6195","ribosomal protein S6 kinase A1",0.386927532917012,8.11086489669115,2.18616327627934,0.0430340293029189,0.166388667555192,-4.54246697628129
"41","TC0100007529.hg.1","FAM76A","199870","family with sequence similarity 76 member A",-0.692493406261282,5.95620267833412,-3.85394062765854,0.00126643078633126,0.0159405092453435,-1.19065418710273
"42","TC0100007552.hg.1","SESN2","83667","sestrin 2",0.60222539953503,8.03567735919514,3.49937720436586,0.00273705373489526,0.026302972821649,-1.94135684002861
"43","TC0100007556.hg.1","PHACTR4","65979","phosphatase and actin regulator 4",0.598871988304269,8.02914494406422,2.32156086096947,0.0328943625512938,0.140300817069607,-4.29801810699817
"44","TC0100007564.hg.1","RAB42","115273","RAB42, member RAS oncogene family",-0.399396452368132,5.59185915808072,-1.27230726763623,0.220339651360596,0.473602443202914,-5.93104454341932
"45","TC0100007574.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",-0.616176334395989,7.26683765990963,-3.45397116177978,0.00302049131183517,0.0278703501123915,-2.03687644289385
"46","TC0100007638.hg.1","SERINC2","347735","serine incorporator 2",-0.318874109900055,5.86372077092151,-0.595326246450921,0.559443685001835,0.794085764465297,-6.55474324259422
"47","TC0100007725.hg.1","ZSCAN20","7579","zinc finger and SCAN domain containing 20",0.126492298233014,4.55106487482892,0.557234412733922,0.584607854743274,0.812940133044385,-6.57721782693976
"48","TC0100007786.hg.1","AGO1","26523","argonaute RISC component 1",-0.437495273592559,7.66465885817996,-2.48435113396982,0.023657499140973,0.111024859190463,-3.99438732871729
"49","TC0100007790.hg.1","TEKT2","27285","tektin 2",0.091092274660312,3.26596330650117,0.333534569936724,0.742796842874657,0.896554695845685,-6.67995364941989
"50","TC0100007936.hg.1","MFSD2A","84879","major facilitator superfamily domain containing 2A",0.788699224440647,10.503688532904,3.77412920875311,0.00150638199054454,0.0180033342246482,-1.36017169968385
"51","TC0100007958.hg.1","ZFP69B","65243","ZFP69 zinc finger protein B",-0.53147297813389,3.96503869588031,-1.58327198539462,0.13172782509959,0.34531029194188,-5.51812139301733
"52","TC0100007980.hg.1","CTPS1","1503","CTP synthase 1",0.114374513180436,6.7361823388876,0.525395365085869,0.606073127554176,0.820866795867964,-6.59490382909385
"53","TC0100008033.hg.1","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",-0.271848405442561,5.92319099412743,-1.35899698140172,0.191851164447314,0.435188341684601,-5.82309881208
"54","TC0100008034.hg.1","ZNF691","51058","zinc finger protein 691",-0.282480304077842,5.70999262369943,-1.50621455129176,0.1503112250167,0.373921371792349,-5.62692830537584
"55","TC0100008057.hg.1","CDC20","991","cell division cycle 20",0.164097539824075,5.18793518617705,0.69769338553269,0.494772665149939,0.748738243085477,-6.48733133065531
"56","TC0100008079.hg.1","IPO13","9670","importin 13",-0.667444685970642,6.59064532081857,-3.55549145626589,0.00242302538833764,0.0240330912179442,-1.82306486622556
"57","TC0100008090.hg.1","DMAP1","55929","DNA methyltransferase 1 associated protein 1",-0.23202354462382,5.9123030801698,-0.848372034642073,0.407981887863987,0.668837812406771,-6.36992960417666
"58","TC0100008101.hg.1","KIF2C","11004","kinesin family member 2C",0.0695914886545199,4.51546020053563,0.314503300718913,0.756954056764396,0.904626289224857,-6.6863518990022
"59","TC0100008126.hg.1","AKR1A1","10327","aldo-keto reductase family 1 member A1",-0.130454241572966,8.19208965966241,-0.692623720611349,0.497870169706585,0.750939311651222,-6.4909080553406
"60","TC0100008127.hg.1","NASP","4678","nuclear autoantigenic sperm protein",-0.025073260761582,7.96292419754495,-0.142359124666549,0.888464776597346,0.963335403838695,-6.72726293198014
"61","TC0100008145.hg.1","TSPAN1","10103","tetraspanin 1",0.109559345878871,4.08635725199091,0.390966451944997,0.700663482107285,0.873613256829325,-6.65840134615722
"62","TC0100008158.hg.1","FAAH","2166","fatty acid amide hydrolase",0.151319394408277,4.34215978725589,0.774830340162167,0.44905094042661,0.707965948283205,-6.4298923999308
"63","TC0100008260.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",-0.150256539391482,5.2550207772756,-0.682440528786052,0.50412584142775,0.755536148639233,-6.49801795970109
"64","TC0100008332.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.675784311761599,7.33308859364127,-3.73362088680491,0.00164508664017855,0.0189553266599678,-1.44612366434982
"65","TC0100008341.hg.1","PODN","127435","podocan",0.148852898323323,4.87134608121712,0.470233278110873,0.644146183834314,0.843071534848846,-6.62315679644072
"66","TC0100008366.hg.1","DIO1","1733","iodothyronine deiodinase 1",0.0784787609867785,3.31021193129883,0.316071569107104,0.755783986313456,0.903896572322212,-6.68583868837021
"67","TC0100008496.hg.1","FGGY","55277","FGGY carbohydrate kinase domain containing",0.0785993793270618,5.17959187450841,0.226269905081103,0.823681379602525,0.935349877499116,-6.71114966680307
"68","TC0100008517.hg.1","NFIA","4774","nuclear factor I A",0.138335635594027,6.25456282677794,0.329805729611243,0.745563425214208,0.898166394172227,-6.68123650184741
"69","TC0100008564.hg.1","ATG4C","84938","autophagy related 4C cysteine peptidase",-0.326571745584477,5.29096138114965,-1.22364772890265,0.237724181601566,0.493154621013327,-5.98906597062278
"70","TC0100008584.hg.1","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",-0.35549026262718,3.72532903746128,-1.34723134797385,0.195535837401822,0.440325709776185,-5.83808682863531
"71","TC0100008591.hg.1","PGM1","5236","phosphoglucomutase 1",-0.212802351398341,6.23331314636819,-1.02296856379561,0.320616297748177,0.588389338815197,-6.20787487743144
"72","TC0100008602.hg.1","CACHD1","57685","cache domain containing 1",0.774961322521738,3.57239645800835,2.36762303607392,0.029985698037887,0.131053234867535,-4.21312706446136
"73","TC0100008618.hg.1","AK4","205","adenylate kinase 4",-0.0598950841143306,6.96570143454163,-0.166846775511728,0.869453026958712,0.956431204075597,-6.72331588696725
"74","TC0100008620.hg.1","DNAJC6","9829","DnaJ heat shock protein family (Hsp40) member C6",0.00483506368332876,4.94558412083781,0.016648369733481,0.986910370109953,0.996592290026008,-6.73769145201686
"75","TC0100008625.hg.1","PDE4B","5142","phosphodiesterase 4B",1.03386793278183,8.93458410966636,3.3454168778246,0.00382150976327604,0.0325612465191419,-2.26440167253303
"76","TC0100008637.hg.1","TCTEX1D1","200132","Tctex1 domain containing 1",-0.26906282849478,4.45069389592564,-0.467541798914407,0.646031352731832,0.843409590150463,-6.62445740611823
"77","TC0100008653.hg.1","IL12RB2","3595","interleukin 12 receptor subunit beta 2",0.14283095688342,4.44975658290912,0.300135957719075,0.767701337097143,0.910216278976549,-6.69093607641985
"78","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",0.73460328597889,8.94641739729009,2.51502627976227,0.022216746230487,0.106529988136248,-3.93609242449201
"79","TC0100008697.hg.1","CTH","1491","cystathionine gamma-lyase",-0.147707824308585,3.83249521853695,-0.546984239226118,0.591476204214988,0.815030257419802,-6.58302122051041
"80","TC0100008779.hg.1","ST6GALNAC3","256435","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",-0.0517758876788443,4.53556805167562,-0.224659831613694,0.824913786345808,0.936041734730319,-6.71152753623279
"81","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",1.76101946461018,5.12480143672603,3.58415982577719,0.00227669887621666,0.0231121931559291,-1.76253563204484
"82","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",1.69028371979244,8.84727061686784,5.99423953966123,1.43142098647509e-05,0.00089599216342603,3.23706159935233
"83","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",2.27480408155743,8.61892779589211,9.60926948959704,2.69095231165073e-08,8.90320793397585e-06,9.38987215327782
"84","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",0.142965788672578,3.4736939323555,0.653723428820297,0.52200825661699,0.771765797845483,-6.51753059398387
"85","TC0100008874.hg.1","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.26176488170368,7.5214098254916,-0.637766071222837,0.532096868828436,0.778816866086791,-6.52802867972397
"86","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.381402464230939,4.10906982695143,-1.02406713715656,0.320111993457304,0.587865027593133,-6.20676979863373
"87","TC0100008938.hg.1","LMO4","8543","LIM domain only 4",0.0707727555900117,8.0964175714194,0.401019728457735,0.693385684997721,0.870288123533808,-6.65428329202604
"88","TC0100008975.hg.1","GBP6","163351","guanylate binding protein family member 6",0.895100321562562,3.65330760981988,3.67051684938981,0.00188703548762038,0.0204701367181677,-1.57987055852022
"89","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",0.209299553894274,7.46287215993028,0.960407367868235,0.350270889149652,0.618078003253785,-6.26906635127184
"90","TC0100009035.hg.1","KIAA1107","23285","KIAA1107",-0.665025846898147,4.00853693800386,-2.16379551452888,0.0449635901597567,0.171557948616139,-4.58207844928194
"91","TC0100009064.hg.1","FNBP1L","54874","formin binding protein 1 like",-0.0616920727344326,5.09033091230825,-0.224211358179228,0.825257147590208,0.936041734730319,-6.71163231121097
"92","TC0100009176.hg.1","SNX7","51375","sorting nexin 7",0.0333248651407017,4.94721345140457,0.0717269775064488,0.943653703678671,0.982147550466144,-6.73515081969839
"93","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.128959864653263,5.53231885818473,-0.598006198266588,0.557695021079814,0.794025129079654,-6.55310835445794
"94","TC0100009211.hg.1","RTCA","8634","RNA 3'-terminal phosphate cyclase",-0.230648895708255,7.14051102073109,-1.31285463119911,0.206625944569698,0.453168264794906,-5.88127519800288
"95","TC0100009221.hg.1","VCAM1","7412","vascular cell adhesion molecule 1",0.286540077752553,5.21340194778398,0.596887603655567,0.558424549543757,0.794025129079654,-6.55379160202528
"96","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",0.155244764646143,7.11927668549914,0.459110188072561,0.651953043427973,0.847722266341947,-6.62848472737561
"97","TC0100009273.hg.1","AMY2A","279","amylase alpha 2A (pancreatic)",-0.499975211208852,4.15084734095798,-2.36760940085434,0.0299865223202493,0.131053234867535,-4.21315231718625
"98","TC0100009333.hg.1","GPSM2","29899","G protein signaling modulator 2",-0.539961219993148,4.4441338622071,-2.4805981217625,0.0238397128890999,0.111653741256128,-4.00149712210029
"99","TC0100009352.hg.1","SYPL2","284612","synaptophysin like 2",0.0604892431756987,4.68666537628151,0.236665454126034,0.815735805072943,0.933190478907846,-6.70864538212425
"100","TC0100009354.hg.1","CYB561D1","284613","cytochrome b561 family member D1",-0.477269509975625,4.68696026875718,-1.66969015858226,0.113232912724483,0.315390770739511,-5.39135908359533
"101","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",1.20483357699618,8.86228861455898,3.95538469562507,0.00101594158350678,0.0133688676556915,-0.974969604383464
"102","TC0100009366.hg.1","STRIP1","85369","striatin interacting protein 1",-0.174798406067039,8.5251748677439,-0.959553822687722,0.350688219367468,0.618343293532589,-6.26987738000267
"103","TC0100009417.hg.1","C1orf162","128346","chromosome 1 open reading frame 162",-0.195729395308753,10.3186817444964,-1.18158293468951,0.253587332920696,0.509816200559317,-6.03769583016593
"104","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",-0.000412981635627752,3.59858217935278,-0.0014375816430817,0.998869659592931,0.999746311719172,-6.73783506284418
"105","TC0100009524.hg.1","VANGL1","81839","VANGL planar cell polarity protein 1",-0.537304817041968,4.14288734970582,-1.42780008032558,0.171406806471533,0.404460686488101,-5.73338095540902
"106","TC0100009534.hg.1","SLC22A15","55356","solute carrier family 22 member 15",-0.575618601448967,5.86888362525239,-1.79219481071024,0.0908613941224537,0.272937728647993,-5.20353449865279
"107","TC0100009555.hg.1","CD2","914","CD2 molecule",0.226889777653965,3.46891319140993,0.666395660620905,0.514073523195198,0.76590175601163,-6.50901815382181
"108","TC0100009558.hg.1","PTGFRN","5738","prostaglandin F2 receptor inhibitor",0.371790664124274,5.85366650296552,1.01966076140263,0.322138172858477,0.590246842041324,-6.21119594350318
"109","TC0100009560.hg.1","CD101","9398","CD101 molecule",-0.408928971347698,4.98457882840559,-1.29947040401534,0.211076177814452,0.459663777920329,-5.89784469896294
"110","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",-0.0693227459534373,5.46913700264547,-0.232801072487754,0.81868708693051,0.933534287104014,-6.70958936033
"111","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",0.446304974361822,5.90535315180054,1.21956031931183,0.239231339228448,0.493814422150701,-5.99385392523587
"112","TC0100009614.hg.1","HSD3B1","3283","hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",-0.0745944873862046,3.67107738996855,-0.239846289767036,0.813308690775866,0.931900922248495,-6.70785679566392
"113","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",-0.504152839136252,5.79068025097293,-1.67198951520057,0.112772821843104,0.314303876847042,-5.38791996200271
"114","TC0100009656.hg.1","FCGR1B","2210","Fc fragment of IgG receptor Ib",-0.143387629616072,9.66494967749539,-0.397573245192511,0.695877245801935,0.870715753346569,-6.65570660965797
"115","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",0.469505332989043,5.56321462493053,1.48743270911223,0.155157568082742,0.380460484573457,-5.65282476622613
"116","TC0100009770.hg.1","NBPF12","149013","NBPF member 12",0.0504564775974554,8.73494468618868,0.354567993967406,0.727260015784469,0.889444046611698,-6.67245103921814
"117","TC0100009858.hg.1","PPIAL4C","653598","peptidylprolyl isomerase A like 4C",0.813544641366251,6.5635390091405,2.12622920862702,0.0483837414655354,0.180882558892946,-4.64808729356718
"118","TC0100009866.hg.1","FCGR1A","2209","Fc fragment of IgG receptor Ia",-0.095780605345098,10.2562760341023,-0.259198967478704,0.798584729768895,0.923738476847717,-6.70283369659791
"119","TC0100009889.hg.1","VPS45","11311","vacuolar protein sorting 45 homolog",-0.410204193899609,7.65925128111847,-2.11128505420645,0.0498092780311549,0.184131345443184,-4.67416208317756
"120","TC0100009899.hg.1","C1orf54","79630","chromosome 1 open reading frame 54",0.213440316852752,6.35253664446293,0.999355886687587,0.331592665166691,0.599507113603478,-6.23137359186113
"121","TC0100009902.hg.1","PRPF3","9129","pre-mRNA processing factor 3",0.448930874120103,9.3521750990395,2.26220940389123,0.0370302380299435,0.151177714215104,-4.40613332713348
"122","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",-0.19017097957819,6.83331901107074,-0.783346504138003,0.444167639003125,0.70337931755982,-6.42320656018812
"123","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",0.0575124682941386,6.6452539414898,0.149549924278103,0.882874168069639,0.96234980122536,-6.72616854107875
"124","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",0.857262861919379,5.05405571797951,3.73601581901305,0.00163654176578636,0.0189419942139659,-1.44104393207678
"125","TC0100009959.hg.1","TUFT1","7286","tuftelin 1",-0.154024836050905,5.87639215680896,-0.584737830604828,0.56638085542536,0.797589792783995,-6.56113374117445
"126","TC0100010025.hg.1","PRR9","574414","proline rich 9",0.56833964897914,4.72302311465852,2.09429085701214,0.0514769005783489,0.187446564271172,-4.70368429860199
"127","TC0100010074.hg.1","AQP10","89872","aquaporin 10",0.229155443715553,3.72608374832674,0.840023274457756,0.412518173022528,0.674230461977089,-6.37698892493174
"128","TC0100010078.hg.1","IL6R","3570","interleukin 6 receptor",-0.0240871682841099,10.102731708168,-0.153570700469081,0.879750897850548,0.961766853633169,-6.7255331657592
"129","TC0100010100.hg.1","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",0.0343504485436146,5.81752584526729,0.207049440569922,0.838423433538561,0.94231171916199,-6.71548534478986
"130","TC0100010104.hg.1","ZBTB7B","51043","zinc finger and BTB domain containing 7B",-0.553587115374111,7.10047528248887,-2.31679608602539,0.0332098135582854,0.140541472178196,-4.30675111153872
"131","TC0100010129.hg.1","ASH1L-AS1","645676","ASH1L antisense RNA 1",0.259690953231148,5.41627174611826,1.2603323870979,0.224523128202051,0.479037830415432,-5.9454972418134
"132","TC0100010148.hg.1","LAMTOR2","28956","late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",-0.217281362029405,8.38723157447758,-1.30862310454833,0.2080248308097,0.454514630335155,-5.88652873317393
"133","TC0100010230.hg.1","CD1C","911","CD1c molecule",-0.151366192774644,4.91509246480046,-0.527667087158092,0.604528892260003,0.820685178472548,-6.59367524133474
"134","TC0100010241.hg.1","MNDA","4332","myeloid cell nuclear differentiation antigen",0.514376303571693,8.40411490383808,1.8609909445179,0.080076487169617,0.251808749877574,-5.09410333362817
"135","TC0100010252.hg.1","FCER1A","2205","Fc fragment of IgE receptor Ia",0.0765337244760511,3.14127647609004,0.19672331646001,0.846369532385987,0.946952578263742,-6.71765664730657
"136","TC0100010256.hg.1","OR10J1","26476","olfactory receptor family 10 subfamily J member 1",0.479053122970523,3.61106612114288,1.48416465562173,0.156013904732901,0.381550373137697,-5.65730535112663
"137","TC0100010267.hg.1","DUSP23","54935","dual specificity phosphatase 23",-0.158844811105992,7.80018899630281,-0.798680119102894,0.435458820575767,0.695532847209294,-6.41099739921013
"138","TC0100010269.hg.1","SLAMF8","56833","SLAM family member 8",-0.569329723969357,7.5097268208357,-2.38920666387636,0.0287071759641166,0.127367470369529,-4.17306380757345
"139","TC0100010281.hg.1","ATP1A2","477","ATPase Na+/K+ transporting subunit alpha 2",-0.0724323798046003,4.1859193198903,-0.272697476344755,0.788360419787724,0.919964533057203,-6.69910130586902
"140","TC0100010297.hg.1","NCSTN","23385","nicastrin",-0.186000399469622,8.7885055586633,-1.10506551544036,0.284479207390458,0.546766675781162,-6.12243638546788
"141","TC0100010301.hg.1","VANGL2","57216","VANGL planar cell polarity protein 2",-0.323311071175334,3.77243537953501,-1.52350263348856,0.145962107319354,0.368244270753402,-5.60287300104638
"142","TC0100010310.hg.1","SLAMF7","57823","SLAM family member 7",0.677048245066223,10.2505142810558,2.0660218278855,0.0543639286626369,0.19310867911452,-4.75248314343768
"143","TC0100010314.hg.1","LY9","4063","lymphocyte antigen 9",-0.991283877600448,5.62980379795901,-3.95979688636117,0.00100625536969767,0.0132803123836024,-0.96558526845213
"144","TC0100010335.hg.1","USP21","27005","ubiquitin specific peptidase 21",-0.550176768541756,5.87808387816267,-2.88047449737516,0.0103590682364292,0.0638074522222605,-3.2194710485526
"145","TC0100010340.hg.1","NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2",-0.324377763830124,7.86173506523961,-1.59044010981463,0.130102028352979,0.342788033237422,-5.50779439524643
"146","TC0100010360.hg.1","HSPA6","3310","heat shock protein family A (Hsp70) member 6",-0.00168604900540892,9.06905266099708,-0.00375846468086525,0.997044804044128,0.999635393019981,-6.73782876743775
"147","TC0100010393.hg.1","RGS4","5999","regulator of G protein signaling 4",0.103668844122739,4.45750552692275,0.2206444506103,0.827989343397474,0.937483900908604,-6.71245822223299
"148","TC0100010397.hg.1","NUF2","83540","NUF2 component of NDC80 kinetochore complex",0.151675261931137,3.09208532122123,0.500496798929795,0.623122962174842,0.830113764968038,-6.60803272045806
"149","TC0100010454.hg.1","MGST3","4259","microsomal glutathione S-transferase 3",-0.0546815879300695,9.62341596371634,-0.293682918978165,0.772544481947809,0.912375433000863,-6.69292604182778
"150","TC0100010510.hg.1","RCSD1","92241","RCSD domain containing 1",1.42418607450513,6.80528895889305,7.65009819776304,6.54065044799238e-07,8.6560836786002e-05,6.28435411703421
"151","TC0100010514.hg.1","MPZL1","9019","myelin protein zero like 1",0.658770643219627,8.82473851966789,2.31658492590669,0.0332238583840944,0.140541472178196,-4.30713791869803
"152","TC0100010518.hg.1","DCAF6","55827","DDB1 and CUL4 associated factor 6",-0.0712258820990472,8.20782335653866,-0.32322925660646,0.750451491270648,0.901008633376268,-6.6834643359576
"153","TC0100010522.hg.1","TIPRL","261726","TOR signaling pathway regulator",0.519652188771648,7.74217275479111,3.07262877195844,0.00687809796295203,0.0484184646875286,-2.82935300996754
"154","TC0100010543.hg.1","ATP1B1","481","ATPase Na+/K+ transporting subunit beta 1",0.602718700232202,8.78609390675564,1.97068251584288,0.0652156789980388,0.219215547981796,-4.91410644507472
"155","TC0100010546.hg.1","BLZF1","8548","basic leucine zipper nuclear factor 1",0.833162243883754,9.06856625506817,3.85007946007487,0.00127710377586186,0.0159879586210598,-1.19885951640557
